"","sex","degree","income","marital","age","height","weight","wrkstat","wkvsfam","wealth","waypaid","realinc","realrinc","satjob","rincome","partyid","fefam","fechld","absingle"
"1166",1,3,12,2,81,NA,NA,5,NA,NA,NA,119879.41732,NA,NA,NA,0,4,1,NA
"1167",1,3,12,3,70,NA,NA,5,NA,NA,NA,119879.41732,NA,NA,NA,5,3,3,2
"1168",1,1,12,1,63,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,1,2,3,NA
"1169",2,1,12,1,71,NA,NA,5,NA,NA,NA,20430,NA,NA,NA,5,NA,NA,2
"1170",1,3,12,1,34,68,180,1,3,8,1,119879.41732,45400,2,12,4,3,2,2
"1171",1,3,12,2,86,66,185,2,4,NA,1,24970,24970,1,12,3,2,2,2
"1172",2,1,12,5,39,68,145,1,4,8,2,20430,20430,2,12,1,3,NA,NA
"1173",1,1,12,3,47,NA,NA,4,NA,NA,NA,24970,227,1,1,3,4,1,2
"1174",2,3,12,1,33,63,154,1,2,2,2,63560,30645,2,12,1,NA,NA,1
"1175",1,3,12,2,31,70,170,1,4,8,1,17025,17025,1,12,2,4,2,NA
"1176",2,1,12,1,57,NA,NA,5,NA,NA,NA,119879.41732,17025,NA,12,5,2,2,1
"1177",1,1,12,1,35,67,215,1,3,4,2,30645,12485,2,12,3,3,2,NA
"1178",2,1,12,2,65,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,2,3,1,1
"1179",1,1,12,5,69,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,4,NA,NA,1
"1180",2,1,3,3,59,NA,NA,4,NA,NA,NA,1589,NA,2,NA,1,3,2,NA
"1181",1,1,12,1,35,71,190,1,1,8,1,63560,24970,2,12,1,NA,NA,1
"1182",1,1,12,5,37,64,280,2,2,3,2,12485,12485,3,12,5,2,3,2
"1183",2,1,12,1,51,67,200,1,3,9,1,119879.41732,72640,1,12,6,NA,NA,2
"1184",1,0,12,1,85,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,2,2,4,NA
"1185",2,3,12,1,49,NA,NA,7,NA,NA,NA,63560,NA,1,NA,5,3,1,2
"1186",2,4,12,1,68,NA,NA,5,NA,NA,NA,72640,NA,NA,NA,2,NA,NA,1
"1187",2,2,12,1,70,NA,NA,5,NA,NA,NA,119879.41732,NA,NA,NA,4,4,1,NA
"1188",1,1,12,2,74,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,0,NA,NA,1
"1189",2,1,12,1,68,62,118,2,3,9,2,37455,14755,1,12,6,3,2,NA
"1190",2,3,12,1,46,66,150,1,4,9,1,72640,30645,2,12,6,3,1,2
"1191",2,2,12,1,51,66,190,2,3,9,2,72640,12485,1,12,6,NA,NA,2
"1192",1,1,12,3,66,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,6,2,1,NA
"1193",1,1,12,5,43,73,220,1,3,8,4,119879.41732,151050.72136,1,12,4,2,2,2
"1194",2,0,NA,2,74,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1
"1195",1,4,12,1,74,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,4,3,2,NA
"1196",1,1,12,1,85,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,4,NA,NA,2
"1197",1,3,12,3,49,72,310,1,3,6,1,20430,20430,3,12,2,NA,NA,1
"1198",2,1,NA,1,46,NA,NA,7,NA,NA,NA,NA,NA,2,NA,6,3,1,2
"1199",2,3,12,1,37,NA,NA,7,NA,NA,NA,63560,NA,1,NA,1,NA,NA,2
"1200",2,0,10,4,41,59,181,1,1,NA,2,7377.5,3405,1,7,3,4,2,2
"1201",1,1,12,1,22,72,130,1,2,2,2,14755,10782.5,2,11,2,NA,NA,1
"1202",2,4,12,1,43,67,134,1,2,1,2,14755,3405,4,7,2,3,2,NA
"1203",2,3,12,1,73,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,3,NA,NA,1
"1204",2,3,12,1,34,64,245,3,2,6,1,20430,14755,3,12,5,3,4,2
"1205",1,1,9,2,87,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,0,NA,NA,2
"1206",2,4,12,5,32,NA,NA,4,NA,NA,NA,14755,2043,2,4,0,4,2,NA
"1207",2,1,12,3,31,68,154,1,3,3,2,14755,NA,3,NA,3,NA,NA,2
"1208",1,1,2,5,33,NA,NA,6,NA,NA,NA,908,NA,NA,NA,3,4,3,NA
"1209",1,1,9,3,69,NA,NA,6,NA,NA,NA,5107.5,NA,NA,NA,5,2,2,1
"1210",1,1,9,5,77,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,6,NA,NA,2
"1211",1,1,1,3,52,NA,NA,7,NA,NA,NA,227,NA,1,NA,5,2,3,2
"1212",1,1,12,3,37,73,175,1,4,8,1,37455,37455,1,12,0,4,2,NA
"1213",1,1,12,5,52,63,150,1,4,3,2,12485,12485,2,12,2,4,2,1
"1214",2,3,12,5,38,62,125,1,2,8,1,45400,45400,2,12,1,NA,NA,1
"1215",1,1,3,3,55,71,215,2,3,2,2,1589,1589,3,3,4,NA,NA,2
"1216",2,1,12,1,75,NA,NA,7,NA,NA,NA,17025,NA,2,NA,1,NA,1,NA
"1217",2,1,12,1,50,62,190,1,3,9,2,24970,12485,1,12,3,3,3,2
"1218",2,1,12,5,25,65,125,1,2,3,2,20430,NA,1,NA,2,NA,NA,1
"1219",1,1,12,1,28,70,220,1,1,7,2,24970,12485,1,12,3,NA,NA,2
"1220",1,3,5,3,76,NA,NA,5,NA,NA,NA,2497,NA,NA,NA,0,NA,NA,2
"1221",1,3,12,1,52,73,205,1,3,14,9,119879.41732,151050.72136,1,12,4,2,2,1
"1222",1,1,12,5,22,72,152,1,4,3,2,30645,17025,2,12,5,NA,NA,2
"1223",1,0,12,2,57,72,150,1,3,6,1,20430,14755,2,12,1,4,1,NA
"1224",2,0,11,3,84,NA,NA,5,NA,NA,NA,9647.5,NA,NA,NA,6,3,2,NA
"1225",2,1,12,1,63,67,260,1,3,9,2,54480,17025,1,12,0,NA,NA,1
"1226",2,4,12,2,58,67,145,1,2,8,1,45400,45400,1,12,1,3,1,NA
"1227",2,1,12,1,43,NA,NA,7,NA,NA,NA,37455,NA,1,NA,1,NA,NA,2
"1228",2,1,12,5,25,66,117,1,2,2,2,14755,12485,1,12,4,3,2,1
"1229",1,0,12,1,39,70,185,1,1,3,10,14755,14755,1,12,4,NA,NA,2
"1230",2,2,12,5,31,63,123,1,2,1,2,17025,4086,1,8,7,4,1,NA
"1231",2,1,12,3,39,64,210,1,2,4,2,17025,17025,2,12,4,2,2,2
"1232",2,1,12,5,34,64,118,1,3,4,2,17025,NA,2,NA,2,4,1,1
"1233",1,2,12,1,27,71,200,1,2,4,2,24970,20430,2,12,4,3,2,NA
"1234",1,1,12,5,35,74,230,1,4,4,2,20430,10782.5,3,11,4,3,2,1
"1235",2,1,12,5,24,62,330,1,1,3,2,20430,NA,1,NA,2,NA,NA,2
"1236",1,3,12,5,48,71,210,1,4,8,2,30645,NA,2,NA,5,4,4,NA
"1237",1,1,12,5,21,NA,NA,4,NA,NA,NA,72640,NA,1,NA,2,3,2,1
"1238",1,1,12,5,30,74,260,1,3,7,2,24970,17025,2,12,5,NA,NA,NA
"1239",1,1,12,5,36,74,190,1,4,8,1,54480,NA,1,NA,5,3,2,NA
"1240",1,1,9,5,52,NA,NA,4,NA,NA,NA,6242.5,NA,NA,NA,6,2,2,NA
"1241",1,4,12,1,36,67,160,1,2,9,1,119879.41732,151050.72136,2,12,4,3,2,NA
"1242",2,4,12,2,80,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,0,3,3,2
"1243",2,3,12,5,27,71,155,1,3,4,1,14755,8512.5,2,10,5,NA,NA,2
"1244",2,3,11,5,24,65,106,1,3,1,2,10782.5,NA,2,NA,5,4,3,NA
"1245",2,1,12,3,44,64,165,1,3,4,2,30645,5107.5,1,9,3,3,1,2
"1246",1,0,11,1,89,NA,NA,5,NA,NA,NA,10782.5,NA,NA,NA,2,2,2,NA
"1247",1,1,12,5,22,71,165,1,2,2,1,30645,NA,1,NA,1,NA,NA,1
"1248",1,1,12,1,48,NA,NA,4,NA,NA,NA,24970,NA,4,NA,2,3,3,NA
"1249",2,0,11,5,33,60,165,1,4,1,2,9647.5,1589,1,3,0,NA,NA,2
"1250",2,0,8,2,59,NA,NA,7,NA,NA,NA,4086,NA,1,NA,0,1,3,NA
"1251",1,1,12,5,43,73,210,1,4,2,10,20430,NA,4,NA,4,3,1,1
"1252",2,0,NA,1,32,NA,NA,7,NA,NA,NA,NA,227,1,1,0,NA,NA,1
"1253",2,2,NA,3,62,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,4,2,1
"1254",2,1,12,1,53,63,125,2,3,8,1,45400,9647.5,2,11,3,3,3,2
"1255",2,1,12,1,59,60,124,2,3,8,2,30645,30645,1,12,4,2,1,NA
"1256",1,1,12,1,47,65,145,1,2,8,2,54480,54480,1,12,6,4,1,NA
"1257",2,1,12,5,18,NA,NA,6,NA,NA,NA,20430,NA,NA,NA,1,3,2,1
"1258",1,1,12,2,64,69,198,1,4,2,2,20430,12485,1,12,1,1,4,2
"1259",1,1,NA,5,22,72,194,2,2,1,2,NA,NA,1,NA,2,NA,NA,2
"1260",2,3,12,1,37,66,172,1,1,4,1,72640,45400,2,12,0,4,1,NA
"1261",2,3,12,5,31,67,175,1,4,8,2,24970,24970,2,12,0,3,2,1
"1262",2,1,12,2,72,NA,NA,5,NA,NA,NA,12485,NA,NA,NA,1,2,3,NA
"1263",2,3,12,1,32,64,138,1,3,3,1,30645,12485,2,12,0,NA,NA,1
"1264",1,3,12,1,69,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,0,NA,NA,1
"1265",2,3,12,5,32,64,300,1,4,1,1,45400,45400,1,12,3,4,1,NA
"1266",1,3,12,5,32,70,170,1,4,NA,1,20430,20430,3,12,2,3,2,NA
"1267",2,2,12,3,60,67,180,1,4,4,1,17025,17025,3,12,3,3,1,1
"1268",1,0,9,2,70,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,3,1,3,NA
"1269",2,2,12,5,41,62,110,1,2,NA,2,20430,20430,1,12,0,3,2,1
"1270",2,2,9,5,35,NA,NA,7,NA,NA,NA,5107.5,NA,3,NA,1,4,2,NA
"1271",2,2,1,3,77,NA,NA,5,NA,NA,NA,227,NA,NA,NA,4,2,1,2
"1272",1,1,10,4,57,70,165,2,3,1,2,8512.5,8512.5,1,10,6,NA,NA,1
"1273",1,1,9,5,26,67,165,1,4,1,6,5107.5,NA,3,NA,2,NA,NA,2
"1274",1,1,11,3,56,63,127,1,3,2,2,10782.5,10782.5,3,11,3,3,3,NA
"1275",1,3,12,5,24,69,170,1,3,2,1,24970,24970,2,12,1,3,NA,1
"1276",2,0,8,5,56,NA,NA,7,NA,NA,NA,4086,NA,1,NA,0,3,1,NA
"1277",2,0,11,2,39,62,120,1,3,2,2,10782.5,1589,2,3,0,2,1,1
"1278",2,4,12,1,30,NA,NA,6,NA,NA,NA,20430,10782.5,NA,11,0,NA,NA,1
"1279",2,3,10,5,26,63,121,2,3,2,2,7377.5,6242.5,2,9,0,4,1,NA
"1280",2,1,4,5,31,64,220,1,4,2,2,2043,NA,2,NA,3,3,3,1
"1281",2,3,12,1,36,66,134,1,2,8,1,54480,24970,1,12,1,NA,NA,2
"1282",1,2,12,1,69,68,185,1,1,9,2,54480,45400,1,12,6,3,2,NA
"1283",2,3,12,1,39,66,132,1,3,8,2,54480,20430,1,12,2,4,2,1
"1284",1,1,12,1,53,67,238,1,1,3,2,30645,30645,1,12,6,3,2,NA
"1285",1,1,12,4,55,72,270,1,3,NA,2,24970,24970,1,12,4,NA,NA,2
"1286",2,1,3,3,50,NA,NA,7,NA,NA,NA,1589,NA,4,NA,3,3,2,NA
"1287",1,4,12,1,31,74,200,1,3,6,2,30645,14755,2,12,0,NA,NA,1
"1288",2,3,12,5,70,NA,NA,5,NA,NA,NA,20430,NA,NA,NA,6,3,2,NA
"1289",2,2,12,3,68,62,140,2,2,8,10,119879.41732,NA,1,NA,0,NA,NA,1
"1290",1,1,12,1,73,71,235,1,3,10,1,119879.41732,63560,1,12,2,3,2,NA
"1291",2,4,12,5,60,NA,NA,7,NA,NA,NA,24970,7377.5,1,10,0,NA,NA,1
"1292",1,1,12,5,30,65,140,1,2,2,2,20430,9647.5,1,11,4,NA,NA,2
"1293",2,1,12,1,60,65,175,1,3,7,1,45400,24970,2,12,1,4,2,NA
"1294",1,1,12,3,61,69,290,2,3,6,2,20430,227,4,1,2,NA,NA,1
"1295",2,0,9,2,69,64,130,1,2,3,2,5107.5,5107.5,1,9,0,3,2,NA
"1296",1,1,2,5,41,NA,NA,7,NA,NA,NA,908,NA,3,NA,3,3,2,1
"1297",1,2,9,5,64,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,2,NA,NA,2
"1298",2,1,12,2,63,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,1,3,2,NA
"1299",1,0,3,5,22,70,150,2,2,2,1,1589,NA,1,NA,3,NA,NA,1
"1300",2,0,1,4,33,NA,NA,4,NA,NA,NA,227,NA,4,NA,3,4,2,NA
"1301",1,3,12,5,56,65,172,1,2,9,1,37455,37455,2,12,0,NA,NA,1
"1302",2,2,12,1,30,NA,NA,4,NA,NA,NA,54480,24970,2,12,1,4,1,1
"1303",2,2,11,2,89,NA,NA,5,NA,NA,NA,10782.5,NA,NA,NA,0,NA,NA,1
"1304",2,3,12,3,61,64,174,1,3,8,1,63560,54480,1,12,5,3,1,NA
"1305",1,1,12,3,55,73,228,1,2,4,2,24970,24970,2,12,3,NA,NA,1
"1306",2,4,12,5,67,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,1,4,1,1
"1307",2,1,12,1,61,NA,NA,3,NA,9,NA,30645,NA,NA,NA,3,NA,NA,2
"1308",1,1,9,2,69,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,7,3,3,NA
"1309",1,3,12,5,30,75,290,1,4,1,2,45400,NA,2,NA,0,NA,NA,1
"1310",1,1,12,1,70,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,6,3,3,NA
"1311",1,1,12,3,41,69,190,2,2,NA,2,20430,20430,3,12,1,2,1,2
"1312",2,0,10,5,67,72,250,2,2,8,2,8512.5,6242.5,2,9,2,2,3,2
"1313",1,1,9,3,62,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,1,NA,NA,2
"1314",2,1,12,3,36,61,185,1,3,4,2,20430,12485,1,12,0,4,1,1
"1315",2,2,12,1,51,67,138,1,3,9,2,119879.41732,24970,1,12,6,3,1,NA
"1316",2,3,12,1,65,61,150,2,3,6,2,30645,17025,1,12,1,3,1,1
"1317",1,1,12,3,63,72,225,2,4,9,10,54480,4086,2,8,0,3,2,NA
"1318",1,3,12,5,23,75,210,1,3,4,1,54480,NA,2,NA,4,NA,NA,2
"1319",2,1,2,2,89,NA,NA,7,NA,NA,NA,908,NA,1,NA,1,2,2,NA
"1320",2,2,12,1,47,62,185,3,1,6,2,30645,6242.5,1,9,5,3,2,1
"1321",2,1,12,2,75,NA,NA,5,NA,NA,NA,45400,NA,NA,NA,6,NA,NA,2
"1322",1,1,12,1,24,76,230,1,2,2,2,37455,30645,2,12,6,NA,NA,2
"1323",1,1,12,1,42,NA,NA,1,NA,9,NA,72640,45400,1,12,4,2,3,2
"1324",2,1,9,5,29,NA,NA,7,NA,NA,NA,5107.5,NA,1,NA,3,NA,NA,2
"1325",2,2,11,5,26,64,260,1,3,2,2,10782.5,10782.5,2,11,4,3,1,NA
"1326",2,0,7,2,89,NA,NA,5,NA,NA,NA,3405,NA,NA,NA,0,4,1,2
"1327",2,1,12,1,76,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,1,1,4,2
"1328",2,1,12,1,36,68,170,1,2,1,2,30645,12485,1,12,1,NA,NA,1
"1329",2,1,12,1,77,NA,NA,7,NA,NA,NA,24970,NA,2,NA,6,1,4,2
"1330",1,1,12,1,32,77,245,1,2,7,2,45400,30645,1,12,6,4,2,NA
"1331",1,1,9,3,72,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,3,4,1,1
"1332",2,3,12,1,39,64,112,1,1,3,2,14755,5107.5,2,9,1,NA,NA,1
"1333",2,1,12,1,71,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,5,2,2,NA
"1334",1,4,12,3,31,74,233,1,4,6,2,45400,24970,1,12,6,3,4,NA
"1335",1,4,12,1,69,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,2,3,2,NA
"1336",1,0,10,1,35,NA,150,1,4,1,2,7377.5,7377.5,1,10,3,NA,NA,2
"1337",1,4,12,1,80,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,6,2,2,NA
"1338",1,3,12,3,49,71,200,1,2,8,1,72640,45400,1,12,2,4,1,2
"1339",1,1,12,1,42,72,195,1,3,7,2,20430,20430,2,12,1,3,2,NA
"1340",2,0,10,1,36,NA,NA,6,NA,NA,NA,7377.5,NA,NA,NA,2,2,3,2
"1341",1,1,12,1,71,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,5,NA,NA,2
"1342",1,0,1,5,64,NA,NA,5,NA,NA,NA,227,NA,NA,NA,3,3,3,NA
"1343",1,2,11,3,57,75,228,1,2,8,1,10782.5,10782.5,2,11,5,2,2,NA
"1344",2,1,NA,1,24,NA,NA,7,NA,NA,NA,NA,227,2,1,3,NA,NA,2
"1345",2,1,12,3,47,64,175,2,4,5,2,30645,NA,1,NA,5,4,2,2
"1346",1,1,12,5,23,74,215,1,3,3,1,54480,14755,1,12,5,NA,NA,1
"1347",1,2,12,3,46,72,200,1,4,8,1,72640,45400,3,12,6,3,1,1
"1348",1,0,12,3,57,69,170,1,4,1,2,37455,NA,1,NA,7,1,1,NA
"1349",2,4,12,1,50,66,270,3,2,4,1,20430,20430,2,12,3,NA,NA,1
"1350",2,1,12,5,34,NA,NA,1,NA,9,NA,20430,20430,NA,12,4,3,2,NA
"1351",1,1,NA,5,20,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2
"1352",2,1,12,1,49,64,200,1,3,7,1,37455,30645,1,12,5,3,1,2
"1353",2,1,12,5,30,NA,NA,4,NA,NA,NA,37455,24970,4,12,0,4,2,NA
"1354",1,1,12,1,29,72,280,1,1,1,2,14755,14755,1,12,3,3,4,NA
"1355",2,1,12,3,61,64,154,1,2,2,2,20430,20430,1,12,1,4,2,NA
"1356",2,4,11,5,29,NA,NA,6,NA,NA,NA,10782.5,NA,NA,NA,2,4,1,1
"1357",1,1,2,5,21,NA,NA,6,NA,NA,NA,908,NA,NA,NA,0,NA,NA,1
"1358",1,1,12,5,24,NA,NA,6,NA,NA,NA,12485,12485,NA,12,4,3,2,NA
"1359",2,4,12,1,34,NA,NA,5,NA,NA,NA,119879.41732,NA,NA,NA,0,4,1,1
"1360",2,1,12,5,25,66,130,1,2,1,2,30645,2497,2,5,0,4,2,NA
"1361",1,1,2,5,21,NA,NA,6,NA,NA,NA,908,NA,NA,NA,4,3,3,1
"1362",1,1,NA,5,22,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1
"1363",1,1,NA,5,38,NA,NA,2,NA,NA,9,NA,2043,2,4,3,2,2,1
"1364",1,1,12,1,70,NA,NA,5,NA,NA,NA,24970,7377.5,NA,10,3,NA,NA,2
"1365",2,1,12,1,33,NA,NA,7,NA,NA,NA,30645,NA,1,NA,3,3,3,NA
"1366",2,0,12,1,75,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,2,4,1,1
"1367",1,1,11,1,56,NA,NA,4,NA,NA,NA,9647.5,5107.5,2,9,5,NA,NA,1
"1368",1,3,12,1,68,NA,NA,5,NA,NA,NA,14755,NA,NA,NA,0,3,1,NA
"1369",2,1,9,1,39,63,205,1,2,2,2,6242.5,NA,1,NA,1,3,1,1
"1370",2,1,12,1,54,67,220,2,2,8,1,30645,10782.5,1,11,6,NA,NA,NA
"1371",1,1,12,1,60,76,245,1,2,NA,1,72640,37455,3,12,5,3,2,NA
"1372",1,1,12,1,60,74,200,1,3,7,2,45400,30645,2,12,5,3,2,2
"1373",1,4,12,1,36,74,225,1,4,7,1,54480,NA,2,NA,5,NA,NA,2
"1374",2,1,12,1,31,67,235,1,3,4,2,30645,14755,2,12,5,3,1,2
"1375",2,3,12,1,41,66,221,1,2,5,2,37455,30645,1,12,0,NA,NA,1
"1376",2,1,12,3,29,71,148,1,1,3,1,20430,20430,2,12,6,2,1,NA
"1377",2,3,12,1,38,63,155,1,3,5,10,30645,10782.5,1,11,6,NA,NA,2
"1378",2,1,12,3,42,55,135,1,3,2,2,12485,12485,1,12,5,3,2,1
"1379",2,1,12,3,69,NA,NA,5,NA,NA,NA,30645,NA,NA,NA,1,NA,NA,2
"1380",2,4,12,1,29,66,175,1,1,NA,1,37455,20430,2,12,0,2,1,2
"1381",1,0,9,1,33,NA,NA,6,NA,NA,NA,6242.5,NA,NA,NA,2,NA,NA,1
"1382",1,1,12,1,27,71,180,1,2,1,1,30645,24970,1,12,3,4,3,2
"1383",1,2,12,1,42,66,183,1,2,4,2,37455,1589,3,3,4,NA,NA,2
"1384",1,3,12,1,57,72,178,1,3,10,1,119879.41732,37455,1,12,5,4,2,NA
"1385",2,3,12,3,41,64,150,1,4,7,1,24970,NA,2,NA,0,NA,NA,1
"1386",2,3,11,3,70,NA,NA,5,NA,NA,NA,9647.5,NA,NA,NA,0,NA,NA,1
"1387",1,0,10,1,31,67,169,1,1,7,2,7377.5,5107.5,2,9,6,3,2,2
"1388",2,2,12,1,68,NA,NA,5,NA,NA,NA,30645,9647.5,NA,11,6,NA,NA,2
"1389",2,4,12,1,38,64,125,1,1,NA,1,45400,20430,2,12,7,4,2,2
"1390",1,1,NA,5,57,NA,NA,7,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
"1391",1,2,12,1,38,72,224,1,1,5,1,24970,24970,1,12,3,NA,NA,1
"1392",2,4,12,5,30,66,175,1,4,3,2,45400,2951,2,6,5,3,2,1
"1393",1,0,12,1,68,67,180,2,4,NA,2,24970,9647.5,2,11,3,NA,NA,2
"1394",2,1,NA,3,75,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,6,2,3,NA
"1395",1,1,12,1,82,68,150,1,4,8,1,63560,NA,1,NA,1,1,2,2
"1396",1,2,12,1,71,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,3,3,3,NA
"1397",1,1,12,1,44,71,210,1,1,2,4,17025,17025,1,12,6,NA,NA,2
"1398",2,1,9,2,82,NA,NA,5,NA,NA,NA,5107.5,NA,NA,NA,1,1,2,2
"1399",2,1,NA,1,69,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1400",1,3,12,5,40,72,145,1,4,4,1,20430,20430,2,12,3,4,1,NA
"1401",2,0,1,2,61,64,150,1,4,1,2,12485,12485,1,12,0,2,1,2
"1402",1,1,11,1,70,NA,NA,5,NA,NA,NA,10782.5,NA,NA,NA,6,3,1,NA
"1403",2,1,12,1,57,69,164,1,3,10,2,30645,9647.5,2,11,3,2,2,2
"1404",2,3,12,5,37,61,229,1,2,4,2,30645,30645,2,12,1,NA,NA,2
"1405",1,3,12,1,64,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,0,2,2,NA
"1406",2,4,12,2,74,NA,NA,5,NA,NA,NA,37455,NA,NA,NA,0,3,2,NA
"1407",2,1,9,4,71,NA,NA,5,NA,NA,NA,6242.5,NA,NA,NA,0,NA,NA,1
"1408",1,1,12,5,22,NA,NA,6,NA,NA,NA,24970,9647.5,NA,11,6,NA,NA,2
"1409",2,0,11,5,26,NA,NA,7,NA,NA,NA,10782.5,3405,3,7,2,3,1,2
"1410",2,1,12,1,52,64,170,1,4,6,2,30645,20430,1,12,5,3,2,2
"1411",2,1,12,2,84,NA,NA,5,NA,NA,NA,20430,NA,NA,NA,2,NA,NA,2
"1412",1,0,12,5,22,NA,NA,4,NA,NA,NA,20430,NA,NA,NA,3,3,2,1
"1413",1,1,11,5,28,70,145,1,3,2,2,9647.5,3405,1,7,0,NA,NA,2
"1414",2,1,12,3,60,62,150,1,4,7,2,30645,17025,2,12,5,4,2,1
"1415",2,1,9,5,31,63,134,2,2,1,2,5107.5,2497,2,5,0,3,4,NA
"1416",1,1,12,3,45,72,300,1,3,1,2,17025,17025,3,12,3,3,2,2
"1417",1,1,12,1,49,71,280,1,2,5,2,30645,17025,1,12,1,3,1,NA
"1418",2,0,3,5,32,66,135,1,2,1,2,1589,NA,2,NA,3,3,3,2
"1419",2,0,8,3,43,66,140,2,4,1,2,4086,4086,2,8,0,NA,NA,1
"1420",2,1,12,3,45,64,200,1,1,7,2,20430,20430,2,12,1,4,1,NA
"1421",1,1,12,1,65,NA,NA,5,NA,NA,NA,54480,NA,NA,NA,0,4,1,2
"1422",2,1,9,5,32,60,180,2,3,2,2,6242.5,NA,1,NA,2,NA,NA,1
"1423",2,0,12,5,23,NA,NA,7,NA,NA,NA,20430,1589,1,3,2,3,2,NA
"1424",1,4,12,1,52,74,230,1,2,8,1,63560,30645,2,12,6,2,2,2
"1425",2,3,12,1,58,65,140,1,2,7,1,45400,24970,2,12,2,NA,NA,1
"1426",2,1,NA,5,21,66,138,2,2,2,2,NA,2497,2,5,5,4,1,NA
"1427",2,3,12,2,77,NA,NA,5,NA,NA,NA,12485,2043,NA,4,2,NA,NA,2
"1428",1,0,12,1,86,NA,NA,5,NA,NA,NA,24970,NA,NA,NA,6,3,3,2
"1429",2,2,NA,3,52,64,149,2,1,4,1,NA,12485,1,12,1,NA,NA,2
"1430",1,3,12,3,66,NA,NA,5,NA,NA,NA,17025,NA,NA,NA,3,3,2,2
"1431",2,1,NA,2,72,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA
"1432",2,1,12,3,47,63,120,1,2,2,2,17025,12485,3,12,5,3,2,1
"1433",1,3,12,5,58,64,203,1,4,3,2,37455,37455,1,12,6,2,3,NA
"1434",2,4,12,3,35,64,193,1,3,3,1,30645,24970,1,12,1,4,4,1
"1435",2,2,12,4,50,63,130,1,2,2,1,20430,20430,1,12,3,NA,NA,2
"1436",2,4,NA,2,84,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,6,3,2,NA
"1437",1,1,12,5,22,NA,NA,6,NA,NA,NA,14755,NA,NA,NA,1,NA,NA,2
"1438",2,3,12,5,29,64,218,1,4,1,1,14755,14755,1,12,2,3,2,NA
"1439",1,1,11,4,26,62,123,1,4,2,2,9647.5,9647.5,1,11,2,3,4,2
"1440",2,3,NA,1,24,62,125,1,2,2,1,NA,NA,1,NA,2,NA,NA,1
"1441",2,1,11,1,NA,63,154,2,2,2,2,9647.5,9647.5,2,11,3,3,2,1
"1442",1,2,10,1,38,NA,NA,8,NA,NA,NA,8512.5,NA,NA,NA,2,NA,NA,2
"1443",1,3,12,5,31,71,155,1,3,5,1,20430,20430,2,12,1,NA,NA,2
"1444",2,3,12,5,31,NA,NA,7,NA,NA,NA,14755,NA,4,NA,2,4,2,1
"1445",2,3,1,5,30,NA,NA,6,NA,NA,NA,9647.5,9647.5,NA,11,7,NA,NA,1
"1446",1,4,12,1,46,71,205,1,1,8,1,119879.41732,151050.72136,1,12,5,3,1,NA
"1447",1,3,9,5,49,74,175,1,4,1,6,5107.5,5107.5,1,9,0,NA,NA,1
"1448",1,1,12,1,29,69,150,1,2,4,2,14755,9647.5,2,11,4,3,2,1
"1449",2,1,9,3,45,NA,NA,6,NA,NA,NA,6242.5,NA,NA,NA,4,3,3,1
"1450",1,1,11,3,67,NA,NA,5,NA,NA,NA,9647.5,NA,NA,NA,0,2,3,NA
